index,name,class,label,R,G,B,H,S,V,a*,b*,empty_mask,split
21,unriped_tomato_61.jpeg,unripe,0,158.1434326171875,190.1109161376953,43.427886962890625,73.13716125488281,0.7776623368263245,0.7495905160903931,-28.792879104614258,61.79069900512695,False,validation
22,unriped_tomato_62.jpeg,unripe,0,147.99281311035156,168.13148498535156,63.064659118652344,71.20536041259766,0.6420819759368896,0.6699974536895752,-21.15696907043457,48.53125,False,train
23,unriped_tomato_64.jpeg,unripe,0,145.189453125,155.15272521972656,48.793296813964844,65.99565887451172,0.7058302760124207,0.6086888313293457,-17.1311092376709,49.90987777709961,False,train
24,unriped_tomato_65.jpeg,unripe,0,163.94815063476562,169.19664001464844,74.84329223632812,73.68328094482422,0.566816508769989,0.6744851469993591,-13.1779146194458,43.24889373779297,False,test
25,unriped_tomato_72.jpeg,unripe,0,117.95174407958984,132.73281860351562,44.96580123901367,69.28022003173828,0.6592608094215393,0.5269762277603149,-16.976871490478516,40.298484802246094,False,train
26,unriped_tomato_74.jpeg,unripe,0,128.64564514160156,146.4584503173828,61.86838912963867,73.39029693603516,0.600979745388031,0.5743484497070312,-18.75275421142578,40.484779357910156,False,train
27,unriped_tomato_8.jpeg,unripe,0,157.6988525390625,184.8261260986328,76.21829223632812,75.54121398925781,0.6014786958694458,0.7248682975769043,-24.679330825805664,49.27836608886719,False,validation
28,unriped_tomato_9.jpeg,unripe,0,151.65289306640625,175.17787170410156,67.48335266113281,72.66816711425781,0.6201627254486084,0.6875739097595215,-23.300106048583984,50.0224723815918,False,test
29,riped_tomato_11.jpeg,ripe,1,184.09732055664062,154.04913330078125,144.04164123535156,19.23467254638672,0.3084527254104614,0.7556276321411133,10.350321769714355,10.644938468933105,False,train
30,riped_tomato_12.jpeg,ripe,1,155.2141571044922,178.5685272216797,45.828941345214844,71.33483123779297,0.7646995782852173,0.7333476543426514,-24.332542419433594,58.508819580078125,False,train
31,riped_tomato_13.jpeg,ripe,1,132.271728515625,42.44563293457031,21.344379425048828,15.63895034790039,0.8233488202095032,0.5301263928413391,33.87429428100586,33.05522537231445,False,train
32,riped_tomato_14.jpeg,ripe,1,224.46739196777344,147.62710571289062,59.661502838134766,33.891197204589844,0.7187065482139587,0.8831630945205688,22.19229507446289,53.66061782836914,False,validation
33,riped_tomato_15.jpeg,ripe,1,199.45477294921875,138.87393188476562,62.79991149902344,35.648555755615234,0.7116590738296509,0.7876344323158264,16.436262130737305,47.677467346191406,False,train
34,riped_tomato_16.jpeg,ripe,1,190.14984130859375,62.6052131652832,58.11190414428711,4.78123140335083,0.7117185592651367,0.7458756566047668,47.381919860839844,33.20018768310547,False,validation
35,riped_tomato_20.jpeg,ripe,1,161.74725341796875,51.866973876953125,27.246206283569336,11.950642585754395,0.8240566849708557,0.6354315876960754,42.696224212646484,39.11998748779297,False,validation
36,riped_tomato_21.jpeg,ripe,1,194.26730346679688,90.46102142333984,74.47125244140625,13.898262977600098,0.6275931000709534,0.7672921419143677,36.75068283081055,33.828704833984375,False,train
37,riped_tomato_22.jpeg,ripe,1,192.59307861328125,54.654178619384766,30.444536209106445,8.267569541931152,0.8587601780891418,0.7555974721908569,51.873504638671875,45.122169494628906,False,test
38,riped_tomato_25.jpeg,ripe,1,203.23159790039062,94.99345397949219,84.0875473022461,4.134360313415527,0.6118860244750977,0.7969880700111389,41.84463119506836,28.1835994720459,False,train
39,riped_tomato_28.jpeg,ripe,1,189.74827575683594,72.51243591308594,42.29255294799805,15.164863586425781,0.7660164833068848,0.7455573678016663,44.288692474365234,42.26729202270508,False,validation
40,riped_tomato_29.jpeg,ripe,1,201.8154296875,72.10801696777344,55.67946243286133,9.138847351074219,0.7531563639640808,0.7940172553062439,45.95863342285156,40.626922607421875,False,train
41,riped_tomato_3.jpeg,ripe,1,185.5348663330078,109.11036682128906,83.19641876220703,9.71249008178711,0.5316745638847351,0.7289839386940002,27.344079971313477,29.083663940429688,False,train
42,riped_tomato_31.jpeg,ripe,1,161.43014526367188,29.231788635253906,20.159191131591797,4.73945426940918,0.8754492998123169,0.6332059502601624,47.382137298583984,39.45703887939453,False,train
43,riped_tomato_33.jpeg,ripe,1,182.25308227539062,77.67170715332031,49.71589660644531,12.731141090393066,0.7297495007514954,0.7147179841995239,40.362422943115234,37.39723587036133,False,train
44,riped_tomato_4.jpeg,ripe,1,238.89865112304688,190.7277069091797,153.8281707763672,29.4934139251709,0.3606052100658417,0.943750262260437,12.723736763000488,25.805927276611328,False,train
45,riped_tomato_40.jpeg,ripe,1,217.32012939453125,66.38674926757812,25.332178115844727,13.502506256103516,0.8835756778717041,0.8572280406951904,55.22707748413086,54.24306869506836,False,test
46,riped_tomato_42.jpeg,ripe,1,176.55661010742188,41.725990295410156,29.03766441345215,6.8814616203308105,0.8258790373802185,0.6929519772529602,50.947574615478516,41.09433364868164,False,train
47,riped_tomato_45.jpeg,ripe,1,212.09010314941406,85.9217529296875,28.80685806274414,22.525253295898438,0.8581748604774475,0.8403510451316833,44.36909484863281,54.839962005615234,False,train
48,riped_tomato_46.jpeg,ripe,1,202.2584228515625,76.04548645019531,57.04671859741211,10.091435432434082,0.7250089049339294,0.7944346070289612,45.85868835449219,39.66396713256836,False,train
49,riped_tomato_52.jpeg,ripe,1,181.0581512451172,54.82160568237305,31.046113967895508,9.721014022827148,0.8411222696304321,0.7117161750793457,47.17192459106445,42.393558502197266,False,test
50,riped_tomato_6.jpeg,ripe,1,201.68226623535156,70.4124526977539,54.66216278076172,6.608649253845215,0.7247252464294434,0.7909137606620789,50.36549758911133,38.23222351074219,False,test
51,riped_tomato_7.jpeg,ripe,1,193.1031036376953,60.295955657958984,33.88456726074219,14.433563232421875,0.8305213451385498,0.7657986283302307,44.94981002807617,47.017417907714844,False,train
52,riped_tomato_73.jpeg,ripe,1,217.8233642578125,69.50777435302734,64.22904205322266,3.137777328491211,0.7302241325378418,0.8575509190559387,55.00318908691406,38.7016487121582,False,validation
53,riped_tomato_78.jpeg,ripe,1,175.63729858398438,137.61302185058594,124.54978942871094,1.0952184200286865,0.34884345531463623,0.7148768305778503,13.83263111114502,13.437384605407715,False,train
54,riped_tomato_8.jpeg,ripe,1,117.92017364501953,94.07414245605469,41.717063903808594,28.934749603271484,0.5743463039398193,0.47609537839889526,5.25468111038208,28.73101234436035,False,train
55,riped_tomato_80.jpeg,ripe,1,193.34458923339844,130.73028564453125,103.3144302368164,25.96172523498535,0.5006528496742249,0.8016345500946045,20.6070499420166,27.67575454711914,False,validation
56,riped_tomato_82.jpeg,ripe,1,211.1774139404297,147.02670288085938,121.12132263183594,34.562129974365234,0.46385878324508667,0.8756501078605652,21.307703018188477,27.0479736328125,False,train
57,riped_tomato_83.jpeg,ripe,1,174.49746704101562,47.9177131652832,17.803936004638672,11.788978576660156,0.9036624431610107,0.6843501329421997,45.94343948364258,45.81047058105469,False,test
58,riped_tomato_9.jpeg,ripe,1,229.51739501953125,123.54895782470703,87.46693420410156,18.66884994506836,0.6229503154754639,0.9177972078323364,37.245277404785156,39.57415771484375,False,train
59,riped_tomato_97.jpeg,ripe,1,231.46728515625,185.2598876953125,159.7430419921875,23.640846252441406,0.30852147936820984,0.9077742099761963,13.663137435913086,19.91216278076172,False,test
