name,class,split,jaccard,feature_shift,llr_best,ok_0,ok_1,ok_2,correct_all
unriped_tomato_62.jpeg,unripe,train,0.6338586750353484,0.8295205056661237,,,,,False
unriped_tomato_64.jpeg,unripe,train,0.879448075526507,0.3025841004567704,,,,,False
unriped_tomato_65.jpeg,unripe,test,0.4527452331725247,2.697471463299461,-7.863132125693991,True,True,True,True
unriped_tomato_72.jpeg,unripe,train,0.24977012050525094,3.9364107148553833,,,,,False
unriped_tomato_74.jpeg,unripe,train,0.941832283082889,0.11691406880185788,,,,,False
unriped_tomato_8.jpeg,unripe,validation,0.819863330421826,0.29976616050853144,,,,,False
unriped_tomato_9.jpeg,unripe,test,0.7570855202222908,0.5959595017270394,-8.612005879631916,True,True,True,True
riped_tomato_11.jpeg,ripe,train,0.14613368283093053,4.689344234855848,,,,,False
riped_tomato_12.jpeg,ripe,train,0.06113916947250281,3.614581677865284,,,,,False
riped_tomato_13.jpeg,ripe,train,0.7382239382239382,1.3787343732859747,,,,,False
riped_tomato_14.jpeg,ripe,validation,0.513444032366824,1.6391880037026039,,,,,False
riped_tomato_15.jpeg,ripe,train,0.7487151248164464,1.173887074655614,,,,,False
riped_tomato_16.jpeg,ripe,validation,0.7771904453199022,0.6270495417865247,,,,,False
riped_tomato_20.jpeg,ripe,validation,0.8880313765182186,0.3980133364192657,,,,,False
riped_tomato_21.jpeg,ripe,train,0.610418255653357,2.529096478250809,,,,,False
riped_tomato_22.jpeg,ripe,test,0.7528602627204276,0.6672137776923209,27.36855659857873,True,True,True,True
riped_tomato_25.jpeg,ripe,train,0.43683424589347936,3.2074042574271897,,,,,False
riped_tomato_28.jpeg,ripe,validation,0.8257673722180631,0.6662999205235816,,,,,False
riped_tomato_29.jpeg,ripe,train,0.7692100586936622,0.7316450996972219,,,,,False
riped_tomato_3.jpeg,ripe,train,0.44298457087753135,2.634661182700356,,,,,False
riped_tomato_31.jpeg,ripe,train,0.7127536017001508,1.1283344815821632,,,,,False
riped_tomato_33.jpeg,ripe,train,0.9895529302756544,0.04310432483611796,,,,,False
riped_tomato_4.jpeg,ripe,train,0.07573768226107387,5.3315438555023995,,,,,False
riped_tomato_40.jpeg,ripe,test,0.9356830236804731,0.2993676905619505,26.828761912328723,True,True,True,True
riped_tomato_42.jpeg,ripe,train,0.948102548118133,0.06533705422071195,,,,,False
riped_tomato_45.jpeg,ripe,train,0.7549665299071475,0.6295034485652553,,,,,False
riped_tomato_46.jpeg,ripe,train,0.7878008101024542,0.16217906267125962,,,,,False
riped_tomato_52.jpeg,ripe,test,0.5660921073696569,1.999540994243198,25.6063763549785,True,True,True,True
riped_tomato_6.jpeg,ripe,test,0.688269559454463,0.17568095952749108,26.610065282351343,True,True,True,True
riped_tomato_7.jpeg,ripe,train,0.6847944229976388,0.5461269414655254,,,,,False
riped_tomato_73.jpeg,ripe,validation,0.5693774777670632,2.299521192548029,,,,,False
riped_tomato_78.jpeg,ripe,train,0.048798493025150186,6.535877599962781,,,,,False
riped_tomato_8.jpeg,ripe,train,0.41699544764795143,4.506610674719146,,,,,False
riped_tomato_80.jpeg,ripe,validation,0.3598359297315214,4.473035857781919,,,,,False
riped_tomato_82.jpeg,ripe,train,0.5303478526981537,2.189172159288293,,,,,False
riped_tomato_83.jpeg,ripe,test,0.5048770144189991,1.9180784081188547,25.234566879717075,True,True,True,True
riped_tomato_9.jpeg,ripe,train,0.7501548430130068,0.6048925346473231,,,,,False
riped_tomato_97.jpeg,ripe,test,0.1637855704570495,5.624201804514932,15.500543391563424,True,True,True,True
